"restaurant_name","place_id"
"Crispy Dosa Wood Green","ChIJWcXzI4YbdkgRUr5wGlp5RnU"
"Taste of Nawab","ChIJfTGWTocZdkgRtsAYQlGv_ow"
"Royal Hyderabadi Woodgreen","ChIJnfN9VogbdkgRsb4tfvEdab4"
"Thali Thal","ChIJy-VEeOUbdkgR951aYLnlCjE"
"Puraan Indian Vegetarian and Vegan Restaurant","ChIJ24EJgIkbdkgR2hFacqeAyTM"
"Anaar Bazaar","ChIJhdkNAqQbdkgRZTmBgo_P-Gg"
"KABANA","ChIJSfJMccEbdkgRHh2bkpcE4RI"
"Zeera Indian Take Away","ChIJnT6raxQbdkgRauEOYH8gtwk"
"Salim Spice","ChIJrax7uPobdkgRasC3J6KeR-g"
"Indian Ace","ChIJqcwrbqsZdkgRNyyDMidEUiI"
"Curry Cosheli Takeaway","ChIJif9t8-kbdkgRQAd5ih1DtuE"
"Paramount Tandoori","ChIJx4ypmW4ZdkgRfgKwBOMpFpM"
"Dishoom Deliveroo Kitchen","ChIJ4fe2SwAbdkgRPJvsUN6w01E"
"India Town","ChIJj4DjJe4bdkgRD62gek67cYs"
"Haringey Corbacisi","ChIJcTgW2xobdkgRKYAaFs5emXk"
"Nurjenna","ChIJ1-CV2AQZdkgRiPFbrfMdSMs"
"Paccata Crouch End","ChIJhdoeEcEbdkgRKwIKWljCvzo"
"Parkview Bar & Restaurant","ChIJ34zrFWkZdkgRzsg6jVe5IwU"
"Woodhouse Tandoori","ChIJ6cWp15MZdkgR6ph7YMj1k_0"
"Bayleaf Restaurant","ChIJBdW8YsUZdkgRHwRB-hYF4zk"
"Anokhi Indian Restaurant","ChIJjTHVJ3EZdkgR1vD_w7Xf9Ak"
"Jaaneman Sweet Centre","ChIJfxEtP2kZdkgRDIHmjKEZ88M"
"Mala Brasserie","ChIJlZTRiSYZdkgRSPeQRDohdbk"
"Mauritius Paradise","ChIJi2yscOMbdkgR9EXt4TlfXQM"
"Miranda Café","ChIJcd9SGsEbdkgRc3BQC9lKd0I"
"Allotment N11","ChIJ4Vr3RngZdkgRlIEUH0_84QY"
"Jenn's Caribbean Kitchen","ChIJK27oQCEbdkgRi6XGn_2U1wI"
"Through the woods","ChIJh-8RnHQbdkgRh7CxAa6V_vQ"
"Radhuni Restaurant","ChIJeyGGRKgZdkgReCFmXaoYFWQ"
"Dipali Indian Restaurant","ChIJeTItl0AZdkgRh-K_vxEutnI"
"Farmhouse pizza@ DESI TADKA (Indian Street food)","ChIJhTmVrWkZdkgRbManhvv_02E"
"Bengal Bertie’s","ChIJFSbM9-UZdkgRT75nUNeT9eA"
"Malgudi Express Karma Kitchens","ChIJkeNxqVsbdkgRQ4l1RfuZqBw"
"Zam's Chicken","ChIJxwTjN_IbdkgR3vtcpldR_YQ"
"L’Mour Lounge","ChIJN_KSBoIZdkgRaKU9V75o5Kw"
"Chaiiwala","ChIJwesEzxoFdkgRMLAwxl-0x6A"
"BEST TURKISH RESTAURANT","ChIJx0L4l-AbdkgRstisoNqzjHo"
"Vegi Vegan, Takeaway","ChIJNxS_rZsbdkgRWB0ddUqXuSA"
"Rani Vegetarian","ChIJuXSW_v0ZdkgRKhIZlbYMa9M"
"Durak Tantuni","ChIJe8kfzvcbdkgRzNuOyHx5Kj8"
"Capital Restaurant Wood Green","ChIJXTPcpuMbdkgRmayol6GV6-E"
"JRC Global Buffet","ChIJOT5PeeMbdkgRMPwyemgc_iY"
"Shahs Halal Food","ChIJE87MjVQbdkgRv50dsKwho7M"
"Arati Tandoori","ChIJwRa_aTAYdkgRWJTob38SsTE"
"Humble Grape Crouch End - Wine Bar & Restaurant","ChIJA6sVK8cbdkgRPii1wvNMf00"
"The Original Curry Company","ChIJPwp8pKQZdkgRqmHpRLJ5QRo"
"WOK N' GRILL","ChIJw7h9SAAZdkgRhp96XygyFJA"
"Red Onion","ChIJPxCH20oYdkgRg7mF4U9wxnM"
"Saffron Kitchen","ChIJzxgzRgAZdkgR6HD8d_Pgyow"
"Indian Mehfil","ChIJaQ0eYiQZdkgRVnF-BUn7qLA"
"Veg Chennai Srilalitha","ChIJ6TVIjh4XdkgRWXXuMZmPRIQ"
"Namaaste London","ChIJl0oc7OERdkgRJ6ppUZaXvOQ"
"Sun & Sand Lounge","ChIJ-VE3Y7cQdkgRZ_ZL8FVK2DU"
"Gokyuzu Restaurant Finchley","ChIJGfX4it8ZdkgRE7HgS4e2aKU"
"Mother Restaurant","ChIJ0b5vOTwXdkgR_kgdjVHt_rI"
"Divan Restaurant","ChIJH4uBHVYXdkgRfN-L8b0htVw"
"Goda London","ChIJzTSpNR4ZdkgR1vc6_P6jq6s"
"Mahavir Sweet Mart","ChIJId5Q8P0ZdkgRFpArD9Tm8gA"
"Wok And Slice","ChIJn1SxX4EZdkgRX3A-atcmAfA"
"SAFFRON NW4 - Japanico","ChIJk0Zf55oRdkgRPeut2n3eETo"
"New Imperial Spice","ChIJmb0_jRsadkgRxijIAwnRmg0"
"Day of the Raj","ChIJwavwd_YXdkgRq0t9xCir5fA"
"The Arena Club","ChIJd8IugNwQdkgRH1sKByMEp7E"
"RK PURE VEG","ChIJydV0BP0bdkgRxgDM7imDNQk"
"East End Tandoori","ChIJEZOu9wQadkgRyQaZhPLr72I"
"Meera Express","ChIJH4uBHVYXdkgRHBKjLXEV4Zg"
"Taherah","ChIJEc1DiY4adkgR4GzV30bxhqs"
"Original Lahore Restaurant & Takeaway","ChIJyS-qncUQdkgRZzc8JJROOD8"
"Pravaas - South Kensington","ChIJ__9DAWgFdkgRj0UKhMpiz4I"
"The Tiffin Tin","ChIJR_ZtpNoZdkgRsgkhq7IUoJk"
"Samis Restaurant","ChIJ_x7Ems8QdkgR_v7Y4YvLNvE"
"Gupta's - Indian Sweets and Savouries","ChIJ3zEycNYQdkgRJ01ItHXqQzI"
"Great India","ChIJzTuR6BYFdkgR1QnSSq0Mb2Q"
"Chokhi Dhani","ChIJZ2Qg6PwEdkgRJfQbhu3WAWg"
"Taste of Goa","ChIJYUTCFogbdkgRxx4Unl4Dc8A"
"Dosamaa - Indian Vegetarian Restaurant","ChIJ0WZhyWUbdkgRkAXYypCzrqg"
"Barbers bazaar","ChIJu6-VCvYbdkgR4ubfiZfbY1o"
"Grillicious","ChIJGST0X4QbdkgRUfdxV-iOB4Q"
"Indian Tandoori","ChIJMYMpfScbdkgRxwAK4A3GreE"
"Super Kitchen","ChIJKQmVopQbdkgR8b3k-ZvE0kU"
"The Tiffin Tin (Stoke Newington)","ChIJlXq6fkQddkgR1rkEDZ953a4"
"Shah's Halal Food Finsbury Park","ChIJt63DUt4bdkgROSCJ3wM3DZ8"
"Trishna","ChIJ8fHhiM0adkgR5dxGPhTVlvA"
"Ubah","ChIJoyC8NYcbdkgRcw7nJLoDF9U"
"Palmyra’s Kitchen","ChIJp4ISpgcbdkgRTD7ek49zx0A"
"Fav's Chicken and Indian Takeaway","ChIJ8513IIUbdkgRJwgmPeu4Skg"
"Maharaja - SoHo","ChIJNY8ZOdMFdkgRSu_LdzF8eLo"
"Karnaphuli","ChIJzwugM2EcdkgR9vZ0u7ADWEY"
"Brigadiers","ChIJU1e3CVUDdkgRbWhGVEiDv0Y"
"Kachori","ChIJNaCAycQFdkgRiLZ0MNoYYu8"
"Chai Thali - Indian Restaurant","ChIJeRovFh8bdkgRKtfQSVHwsyk"
"Maharaja","ChIJV-hCg1UFdkgR4QP3tqNzzys"
"Kera Restaurant","ChIJN4UozUUbdkgRpfL8KJ03FFM"
"Auntie's Unique Kitchen","ChIJwTsfmf4ddkgRfCugD4NF2LE"
"The Junction Market","ChIJ08xgA58bdkgR9g6uDep0A1Q"
"ÇiğKöftem","ChIJ90pdsfQbdkgRl2EAH014xyQ"
"Chakra Cafe (Coffee, Breakfast & Brunch)","ChIJj03n2DUbdkgRb-wjh3r5RA0"
"Tiffin Tree","ChIJ76mSb2QFdkgR7cYn7TSrvRs"
"Antepliler Doner","ChIJgY3UoNkbdkgRj45muRRwjZI"
"Tiffin Box","ChIJ_c5Qe2ccdkgRvyNoXiYQa1s"
"Sripur - Indian Masterchef","ChIJNyez400DdkgRvsaM08AjreM"
"Chickenways Peri Peri London","ChIJRZ_TdPQbdkgRuCI9oWb8Ed8"
"Zari Bay","ChIJf9YJtaEddkgRVKM4sQ8vUac"
"Jam in a Jar","ChIJxXHDS_EbdkgRqDeOAJ6PswE"
"Testi Restaurant","ChIJIY4pxmEcdkgRvmnaEN34yAI"
"Ambassadors Clubhouse","ChIJ9wPPUaQFdkgRV6fcyggxHng"
"Karamel N22 | Collage Arts","ChIJcw2ASuEbdkgRuyTZWhPDSbI"
"Chennai Spice Restaurant & Party Hall","ChIJF0noafoedkgRs9AHDa94QuU"
"Common Ground","ChIJ78mgg5AbdkgR7pZpCzL0Jhk"
"Chopstix - Wood Green","ChIJd_r6xqsbdkgRCFgPlJdK_Gg"
"Rice 'n' Spice","ChIJ-xMn0VscdkgRCZErLBxPBDI"
"FOOD AURA","ChIJQyh3CgAddkgRCZhaLl-B9fA"
"Khas Tandoori","ChIJt7mbmYQcdkgR6pYO2283fCg"
"Veva Vegan - Stoke Newington","ChIJObupftEddkgRwg3J30LISWY"
"Curry Cartel","ChIJS6L_Zu8ddkgR5543nqqzdOE"
"Tiffins Club","ChIJ3d88GfUcdkgRPsXpcJsg5PQ"
"Istanbul Restaurant","ChIJvRTeE4wcdkgReugeooeSTKo"
"Mint Leaf Curry House","ChIJqVs2gqcedkgRzsKOBc7Ncog"
"Spice of Haverstock","ChIJ_cFXpxsbdkgRqef0nbZbCR0"
"Gujitwoshoes","ChIJEa92M6UZdkgRWnmqpSt1ycE"
"CurryCraft, Indian Kitchen","ChIJCzceA_YfdkgRfMHIEORRJOs"
"Red Rose Tandoori","ChIJvdFp7KUbdkgR0YAy_cYTqOs"
"Spice Bar","ChIJw70GN9MedkgRdBwYlV2rrbQ"
"Holy Cow","ChIJ2X8wnq4bdkgRyzoSkA7-RNI"
"Curry Nights","ChIJHzvGyj4QdkgRqNwHHdxPqiA"
"MYHAN","ChIJ_9rFhsYbdkgRVS_M2uY4ycY"
"Bombay Kitchen","ChIJiTHsF6URdkgRQC7JS5sm7jA"
"Crouch End Best Kebab London","ChIJPR_t8ukbdkgRZ-rEM3ecDVs"
"Vibes of India Restaurant","ChIJD2_auCEZdkgR2G6H0ZMhr6A"
"The Auld Shillelagh","ChIJ38Y5f2McdkgRGBASpRWMhKk"
"Octaves","ChIJG2Ekim4ddkgRlwYFtuUXeZ0"
"Dhaka Tandoori","ChIJLYMv--gddkgRgJ4tQLRahTI"
"Calicut Biriyani Centre Tottenham","ChIJ0zuwFgAfdkgRlS-xThZSF5w"
"L' CHAMA","ChIJc0CXAAAfdkgR6AuY8otY-6s"
"Salwah Events and Catering","ChIJETsHVwAfdkgRQNuMWZesbg8"
"Parkside Kosher Restaurant","ChIJcXCfsTgcdkgRXbC7W8TFxLI"
"Memsaab Indian Cuisine","ChIJ92Jq25YDdkgRDMBzCX4BdaU"
"Bazaar - London's Indian Takeaway (Hackney)","ChIJdygVHJgddkgRWVZ_R49Ff14"
"Jamuna","ChIJlXDXerMadkgRext1r0mx_Jw"
"Bohem Tap Room","ChIJtXhtcWcZdkgRvwvn1w33i68"
"Bayleaf","ChIJr4zDLvcedkgRtqg_c85tvI0"
"Asado Mediterranean Bistro","ChIJgWbMmIEddkgRlNvmmro2kgU"
"Hoppers Kings Cross","ChIJT3oZL1sbdkgR2pgM8UcKEkI"
"Dishoom Carnaby","ChIJX991btUEdkgRnyuUWceX00Y"
"FIRIN","ChIJu2eCrDUbdkgRywaC-vLLzJI"
"City Masala","ChIJA5c34JkbdkgRuD5fSk4JXYI"
"The Indians Next Door","ChIJf54tgyAFdkgRydDXI-ItClg"
"Colonel Saab Trafalgar Square","ChIJlciW4jsFdkgRvV8ezEeIcB8"
"Biryani Guys","ChIJnRCbQvEbdkgRtY9zE3XH6U8"
"Oorja Indian Dining","ChIJUXXKEgAFdkgRYlh7JC7MCC8"
"Mayura Barbican","ChIJHeiy4NobdkgRx4ALuk9cLzk"
"Paro - Covent Garden & Strand - Best Indian Restaurant London","ChIJH5HoVsAFdkgRd4SH6P8VAhk"
"VATAVARAN","ChIJMSY-ZnIFdkgR9Gl8FyLYYjk"
"Jamavar","ChIJmyw0PSwFdkgRTdpWlbA5OmU"
"Rasoi Ghar","ChIJjSVqvDUDdkgRD0mPUD8uhPI"
"Tower Tandoori Restaurant","ChIJ0T2NLF0DdkgR3DCNsmxc6LI"
"Indian Taste Buds","ChIJt0xBeakFdkgReGWGKLhmgoo"
"Baluchi - A Pan Indian Destination","ChIJy_mBvUUDdkgRXNzcVHLgov4"
"Aladin Brick Lane","ChIJ_YxXC7YcdkgR7WdFQXF-uoc"
"The Empress","ChIJa-FguTUDdkgRpDePg4VGucc"
"Tayyabs","ChIJsXHacsscdkgRUnql8CSRexg"
"Nazrul","ChIJh8rSPbYcdkgRsUtU-pLEkkw"
"TUK TUK Golders Green","ChIJhwUC3TcRdkgROU4SHHBzVNo"
"Palki","ChIJHVPqCRkQdkgRlbGkNR79r-c"
"Novellino","ChIJgRFgHZoQdkgRzEcmwcWIqCk"
"Likya Turkish Restaurant","ChIJ2e4z9ZkQdkgRKuU0jUhp8J4"
"Persia restaurant","ChIJgX-985sQdkgR6oN-EeLWkQw"
"Beit Hamadras","ChIJ7UUhWcsgjygRle2FLTasr48"
"Hummus Bar Golders","ChIJHVnb9pkQdkgRBz4WohT_kO4"
"Soyo","ChIJ5a5j9pkQdkgRjlx_x6cI2iY"
"Likya Bakery & Patisserie","ChIJSRJ-RgARdkgRvCQLLENsvbs"
"Met Su Yan - Golders Green","ChIJ6bOJaJcQdkgRVGEmjhenpGY"
"Amelia's Vegan Kitchen","ChIJFSFNoc0TdkgRgLAyASOX2Jw"
"Motu Indian Kitchen - Swiss Cottage (Delivery Only)","ChIJ_YT6Y8kbdkgR-iSF-DKW8Nk"
"Prince of Wales","ChIJ9YF27k4adkgRs9uE1PEqQLw"
"Pita","ChIJs9JpXpcQdkgRqGdKBr3d76s"
"Mega Grill","ChIJ7coQ40kadkgRvOni1EgD4SA"
"Blac Restaurant & Lounge London","ChIJG4ZKgYgZdkgRlWfoRR-Keyo"
"Bayleaf Takeaway","ChIJqywkls8ZdkgRw03qTSiPnhE"
"The Grange","ChIJn4mab9UYdkgRGigdettWX8A"
"Masala Lounge","ChIJybjt5NkedkgR77HlWwzUkCY"
"Roti and Spice Restaurant","ChIJswoEZC0ZdkgRDjdHKhi8UDM"
"Papa Ji","ChIJc26nNw4ZdkgRo3iirQC9yWg"
"Village Tandoori","ChIJY0NW394YdkgRf0624ERZON0"
"The Poppadom","ChIJwxxN2zIfdkgRh9Ht7Rkdpxs"
"Petek Restaurant","ChIJVV5elpAbdkgRwmzD8ulyc10"
"Yaari","ChIJcW2FJ-8ddkgRmcV-7yXOIoQ"
"The WB Yeats","ChIJAUfeHpobdkgR0PQGb1dQGxI"
"Iznik","ChIJCyYk534bdkgRRO9bPSwShr8"
"Art of Spices","ChIJdd5yJ5AcdkgRN8NQrUunteM"
"Ranna (Dalston)","ChIJjUZT-JEcdkgRYNtfdDzcU78"
"The India - Cannon Street","ChIJSb2Du1UDdkgRym19AqN4mAU"
"The India - Fleet Street","ChIJrSdbix0FdkgRHts-I6jzO1c"
"the muddy puddle","ChIJO4JS8KgddkgRql3YorHreVA"
"The India - Monument","ChIJxcOYrHEDdkgRSQA6Cjk_wVE"
"Stone Cave","ChIJqwqSMYwcdkgRl7PS6Oz3d5U"
"Xi'an Impression London","ChIJkfIXjXYbdkgRomIMKvJV1CA"
"House of MoMo","ChIJfXgEeo4cdkgR37oRUEIeT_A"
"Canonbury Tavern","ChIJh2uTGmMbdkgRvRsyJqqTnbQ"
"Kashmir Kebabish","ChIJLVdWCI0cdkgR4LfWbhKjlBI"
"Zayna","ChIJnXOwUjMFdkgRmyygsa98fLk"
"Spice Of South","ChIJS_t_j9kddkgR_8dA9ATCC7E"
"Shahs Halal Food Dalston","ChIJJZavNQAddkgRubPZJkIjd9E"
"The Desi Deli","ChIJpyZGtZ8ddkgR3WZq2QnUejs"
"Aroma Spice Hampstead","ChIJKbfO5_QadkgRiRl-kj4j6hU"
"Dar's Grill","ChIJyUxi1fQadkgRyczmxfDI3rw"
"Bahara - Indian Kitchen & Culture","ChIJrwXwcgAddkgRrIc4aqiiIDM"
"The Indian Pantry - Kentish Town","ChIJl0gg5UkbdkgRqIkLOT_Nayw"
"Healthywealthy","ChIJ-2qlgQUbdkgR-PJZfonpHEA"
"Bombay Nights","ChIJS8eIrn0QdkgRI-uswiD6pbI"
"The Mughal's Indian Restaurant (Paddington)","ChIJaaokz7IadkgRSl3gm09_0kE"
"Paradise Indian Restaurant","ChIJf8_gMeAEdkgRQkXG0eb5jx0"
"Haweli ealing","ChIJMSn48YgNdkgRcTtmlra16Dg"
"Kinaara","ChIJzS9HhqcCdkgR1L72v2O2gMY"
"Spice Station","ChIJv1afqIWg2EcRfGFXPFz_IXU"
"Dishoom Covent Garden","ChIJxZXYx7cEdkgRdgAOZ6OHOJw"
"The Rajdoot Marylebone Award Winning Restaurant","ChIJHR-PBc4adkgRyVQ45tws_Iw"
"Taste of Lahore","ChIJvV1d8TIbdkgRfvsJVquuZ94"
"The Delhi Brasserie","ChIJ0ckR5tIEdkgRH14OE2961M0"
"Gymkhana","ChIJtwn55ikFdkgRAvOuPIWeLM0"
"Papa-dum - James Street","ChIJUQD_JrsFdkgRjfA_8PaEZto"
"Hazara Restaurants","ChIJgavAjo4adkgRpLvDL5cGAv8"
"Farzi London","ChIJtY69bnIFdkgR-OnW4B0DKj8"
"Quilon","ChIJu3jc0d4EdkgRmVLp_Cwwti4"
"PAPA JI @ GOOD MIXER","ChIJb7fhRSkbdkgR9hkkBdq9ytc"
"Mumtaz Restaurant","ChIJkfUgL8YadkgR9GNwPm5TVuQ"
"Chourangi","ChIJMV4dUTMFdkgRMc_mUdqS0ao"
"Roti Chai","ChIJ6ymT1TIFdkgRmqJ1wtz__ig"
"Veeraswamy","ChIJnVRkK9QEdkgRz8uiqq2HfjM"
"Madhu's of Mayfair","ChIJhe0WANQEdkgRRiKiwgZdaYw"
"Keep Chaating Indian Vegetarian Restaurant","ChIJ-76JqjgFdkgR0h2oqlgUKoU"
"Chutney Mary","ChIJlf7qr30FdkgRO_GDYpaNlR4"
"Manthan","ChIJISKhh0QFdkgRLKbMqKt_iv0"
"Tandoor Chop House","ChIJHbSzhc4EdkgR9yb_Bc6nu4A"
"Taste of India","ChIJF1QphFUFdkgRJNKev9t6SBY"
"Masala Zone Covent Garden","ChIJ40_ZncwEdkgRKYHPtm7wi28"
"Fatt Pundit","ChIJZzLmQYoFdkgRf2kJmh4FwkA"
"Benares Mayfair","ChIJAStk3ysFdkgR8XBBK_CEfuU"
"Aik Sitar - Indian Restaurant & Bar","ChIJ1ekQK_AFdkgRemmr-RHwjJs"
"Meat The Vegans - Multicuisine","ChIJs-gdStUbdkgRmCNdDO2kuLc"
"Amjadia Indian Restaurant","ChIJk4-5ydIadkgRX3573n8tXxc"
"Fire & Spice Indian Restaurant","ChIJG0eONDMFdkgRXXMd4btouUw"
"Masala Zone Piccadilly Circus","ChIJn-lu1i0FdkgR1vYtPWl85iA"
"Bombay Bustle","ChIJNTVzkioFdkgRlneHbptnKLc"
"Peninsula (Sri Lankan & Indian Cuisine)","ChIJjcZ1IyEFdkgR7eb3llXJmeI"
"Cinnamon Bazaar","ChIJMyKwDswEdkgRlLsZAjZBRu4"
"Kricket Soho","ChIJXWnxCtQEdkgRcG32UcQZFVQ"
"The Cinnamon Club","ChIJewr3utwEdkgRw51-rUzWyVo"
"Kutir","ChIJ_UXBBssFdkgRUdKF-u4Hb0w"
"NK Arya Bhavan Central London","ChIJ7wWM-s0EdkgRE4IB5PjkRZc"
"Masala Zone Soho","ChIJrdWi49QEdkgRHfSGuZRCJUM"
"Zaika","ChIJnbhVw_YPdkgR2FvRK5V9lUc"
"Shahbhag Tandoori","ChIJlwalTogadkgRk5KaruCmqB4"
"Kahani Restaurant","ChIJoxmQsmYFdkgR_vzdp3_RnIM"
"Yaatra","ChIJq7K3M9wEdkgRu2ruj5uzhro"
"Tamarind Kitchen","ChIJ_1UKqtQEdkgRIi7jsPcy-cY"
"Flavors Of India - Paddington","ChIJ1doG1lIFdkgRcONz295do9E"
"Salwa Restaurant","ChIJN0hLobUadkgRnz6wQHtK5ZI"
"BiBi","ChIJYWoeDNwFdkgRO0iJcsoOUQM"
"Meghana Grill Indian Restaurant.","ChIJSSbXCp8adkgRpz6inPDeRlE"
"Gopal's of Soho","ChIJI5FNINMEdkgRPVW5WiN_rNo"
"Tamarind","ChIJTUlS0S4FdkgRNcarX5NN-AM"
"Shezan","ChIJL4oc0kAFdkgR-3hhbcNWFDk"
"Royal's India","ChIJKTXcpswEdkgRm2vpodP6ifU"
"Strand Tandoori","ChIJPwRFBMwEdkgRO9v6SIxbSTc"
"BKC - Biryani Kebab Chai - Marble Arch","ChIJheL80ToFdkgRAm81PxeDlmc"
"Biryani guys","ChIJt6ePR7YadkgRU8yBfOkO8iM"
"Darjeeling Express","ChIJedBoD9UEdkgRnEfxjGeFIpY"
"The Restaurant at The Sportsman","ChIJbbxKRTMFdkgR-lLsUmYIKzg"
"Anjanaas Restaurant","ChIJORkH2m0QdkgRgSD4dX8e0zM"
"The Khas Lounge","ChIJuascyW0RdkgRvFn-UtcQwBs"
"Musthafa Kitchen - Gulf & Indian Cuisine - Best Khaleej Food","ChIJHUXgLnMRdkgRWEGcAw6ora0"
"Koh-I-Noor Palace","ChIJk7pUmQkRdkgRbA4RNLD1RVY"
"Colaba","ChIJ35q18qIRdkgR6_JMaMRVU1g"
"Yatri","ChIJsw1JOwAPdkgRaz0kGCCN4cU"
"Bombay Flame","ChIJT_yzanEQdkgRaGGXotVstu0"
"Ruhit's","ChIJlb5LMEUQdkgR8lBwPY7lbXU"
"Dhaba@49","ChIJVa-IfgUQdkgRbq0X-jHLTUE"
"Daakoo","ChIJX_kv4AcRdkgReTBCogNQ3YE"
"MIRAN MASALA","ChIJwSbiS4QRdkgRkrU9kLwYknk"
"Super Sweetcorn","ChIJZUQ7DwARdkgRPdL4uFcA8rc"
"Taste of Punjab","ChIJu0e3wyIQdkgRDGfEKBQKlBo"
"Raj of Kensington","ChIJS2d0gfEPdkgRuvKJvm38hHs"
"Best Mangal 1996","ChIJtV4sJ9QPdkgR2gN00F4SAyk"
"Khan's Restaurant","ChIJKccnIwAQdkgRC6gdNvxaIZE"
"Empire Empire","ChIJYZTHoCgRdkgResU548KLYtU"
"Dishoom Permit Room Portobello","ChIJgeKQnT8RdkgR6EY52K8FSvQ"
"Curry House","ChIJe4g90XQQdkgR1LQAFWekxts"
"Chaiiwala","ChIJzQ6iFRwRdkgRdfzSotAblZc"
"The Bengal Restaurant W2","ChIJVXTGkAAQdkgRkAoOVB8y94I"
"Copper Chimney","ChIJB5pTURMPdkgRpnCf-6V4pyA"
"Indian Spice","ChIJv1e3i_wQdkgRVM7E3gefjtI"
"Masala","ChIJaZrUQ4sPdkgRbW0NrBejoNw"
"Khushi Montys Restaurant","ChIJ6foRaJ4PdkgRbNszIl00ZqE"
"Shayona Restaurant","ChIJyZCdWpgRdkgRizmFSNaQt2I"
"Spice Shack","ChIJ6VehZu4RdkgRAGsYd0tMRrQ"
"Biryani Central (Neasden)","ChIJg-cGV-ARdkgRY8wFjV7szrM"
"New Asia","ChIJQzu8RIsPdkgRONrHngpIYFA"
"Kishmish","ChIJcbzeg4YPdkgRh2v5_HCSYkA"
"Spice Grills","ChIJafjTe8UPdkgRgOGLa27iIxI"
"Masala Express","ChIJF8OiXJAPdkgRQoiKcCZ8VtI"
"Spice Of Night","ChIJucgq5LIPdkgR4fXsxZMeYbU"
"Elephant and Barrel","ChIJGad2aJcPdkgRuJoS7bZokDg"
"Chelsea Spice & Grill","ChIJ7ZIItCAQdkgRph6JdQlaBZU"
"Bombay Cottage","ChIJC33dKD0NdkgRM-4M2e0hQFk"
"Raj of India","ChIJafjTe8UPdkgR8qWV9XyV_Zs"
"Tandoori Restaurant","ChIJNcd8lVMPdkgRZNq5AgqNjWk"
"Star Kebab House","ChIJezahtYwPdkgRyYdRv2mNlk8"
"Patri","ChIJKXaEP8kPdkgRuCRoF8rGysQ"
"Rajput","ChIJ83a1ss0PdkgRsCjTyK1ZYWA"
"Rangrez london","ChIJj8AhZbcPdkgRoK8QnmIXhdI"
"Baarish Restaurant & Bar","ChIJsUnl_zoSdkgR_q0f8H718iQ"
"Chaiiwala","ChIJa7sbGIwPdkgR-pQhTsMRaB0"
"Station Cafe & Restaurant","ChIJWa48fMgRdkgRo6FsVx24rBM"
"Hyderabad Hut","ChIJWeGybCYRdkgRaSevGdmnjQU"
"Beit Cafe","ChIJn-Sy1Z4RdkgRv2BjXCLllB4"
"Lahore Masala","ChIJN6KQ8vUQdkgRC4kqLzDcqYs"
"La Fiesta","ChIJ67bJipUQdkgRLhNvJvyDkcw"
"Yarok Fruit","ChIJfVPmWZcQdkgRSYb5pRG5WSM"
"Amor's Take Away","ChIJ0cUgGb4QdkgRzApsZOIkIMw"
"Carmelli Bakeries","ChIJf8WDZ5cQdkgRTcjU2kdNKLE"
"Mahal","ChIJuz30ZLUadkgRZ-5e8c2Jzuc"
"Bird Of Paradise","ChIJSzFKiH8FdkgRdFJTT0ShhmM"
"Red Spice","ChIJF7LiauIadkgR91lM0RcZ9qs"
"Asian Street Food Hawker","ChIJZz1mjfkbdkgRg6aaeT0Ovgw"
"Kolkati Camden market","ChIJVZlHVuEadkgRzofYGsxwXcM"
"KHAAO","ChIJ490zYTwbdkgRn-Nq3Dq5t6g"
"Hijazi Corner","ChIJ--EzDfkbdkgR387BhavQsac"
"Rayyan Restaurant - Arabic Cuisine","ChIJGdXpn7sbdkgRfxxHrAh8cGw"
"Spicy Laass","ChIJzRU1LQAbdkgRNIy3RSPiNh0"
"Indian Food Camden","ChIJC_VNdwAbdkgRoJLHm6kn1Z4"
"BabaBoom Camden","ChIJb-fJFlEbdkgRoqJLk3WNXqM"
"Mildreds Camden","ChIJI99Jb-EadkgRgUmezihm2j4"
"Gupta's - Indian Sweets and Savouries","ChIJV8D0aCYbdkgRuSkK4dcSSWQ"
"Khana Indian Cuisine, Cricklewood","ChIJW355K14QdkgRVkFAglAVeqI"
"Nway Oo Pokhara restaurant","ChIJJ80PfhwRdkgRF9WjMyYbftg"
"Taste of Lahore Cricklewood","ChIJ_Zc1mmAQdkgRFne4EKsGq58"
"Flavours of Spice","ChIJAQDzKl4QdkgRCLwRIIM5P6w"
"Kadiri's","ChIJ451RNVAQdkgR5XFENQGwL3w"
"Bibi Persian Kitchen","ChIJ-dAIs5kRdkgRKY-Q1gTZlkc"
"Bombay Bicycle Chef","ChIJfbbHjyERdkgRaDF3JjGydD8"
"Veva Vegan - West Hampstead","ChIJe5oLk5URdkgRrnaUS6U1lyM"
"Durbar Tandoori","ChIJGwTaAf4PdkgRseEOPbIUGdA"
"Spice Deli","ChIJI0f-15oadkgRhTf0qppRarY"
"Lezziz Charcoal Grill","ChIJO0slnFoQdkgR6TQQw2weocY"
"Holy Cow","ChIJSeUjuG8QdkgRNEHCXTe1zIM"
"Zeytoon Restaurant","ChIJUUykz18QdkgRnjnCwNKmr0I"
"SAAG","ChIJjSi9BwARdkgRWvWKvFNjC-I"
"Curry Express","ChIJs4LuFCkQdkgRWps7rEuUixs"
"Faizan ahmad","ChIJyQzhQqEbdkgRmExK_r8zbu0"
"Kebab Zone","ChIJ1XqSE4YRdkgRErae76au7SE"
"Ox & Gate","ChIJuXyKKP0QdkgRu5DGbCBrqBY"
