"restaurant_name","place_id"
"Baghdad","ChIJaSdGssURdkgRX6R-iYJOAtI"
"Bhavna Sweet Mart","ChIJl2UISK0RdkgRVJXix0Kw6RE"
"Contemporary Indian Cuisine","ChIJWYJjFXEQdkgRftY39xKtKwM"
"Dera - Authentic Pakistani and Indian Cuisine","ChIJ4UbnItIRdkgR7E-117uvFr4"
"The Maharaja","ChIJAwTpAXoTdkgRRdy9lcYqp8U"
"Cawnpore","ChIJPU3wSHAbdkgRbP8ldtfcPkY"
"Aladin Kebabish","ChIJjXcDex8RdkgRx_wo9afBpvM"
"Dum Biryani","ChIJt9qSlQQRdkgRP-nrGyOBq48"
"Tikka Massala","ChIJLav8dh8RdkgRU0FRw4LHLIU"
"Afghan Marco Polo Restaurant","ChIJWWJkhisRdkgR41EEkvwmR0I"
"Portoberry","ChIJa38V5pARdkgR84KbP4b8pRo"
"Chai Khana","ChIJR2uYRAoRdkgRPO-Et5X5rlc"
"Yuan Cuisine","ChIJnXhBPtAQdkgR3qfrOyN8c4M"
"Chaiiwala","ChIJd3eNYEYRdkgRRm4o6mM30xI"
"Cafe ChiBo","ChIJcQIFKUcRdkgRasvnuu-6ywU"
"Daruma","ChIJWVs_d_kRdkgR0OIc9yYv5Z0"
"Bagels Bar Grill House","ChIJXf7gMH8RdkgR1c_U8WpSWwU"
"Kaifeng Restaurant","ChIJu5Ow388QdkgRv-o7V7xTIVg"
"Chachaji","ChIJASF6TDANdkgR3zrHV-JZDq8"
"Gökyüzü Kentish Town","ChIJSXIFeeEbdkgRb6NZ2I8x6uE"
"E. Mono Restaurant Kentish Town","ChIJiU7jf_0adkgRwKKjgDRhcgY"
"Akash","ChIJf_3OF7AadkgROax2Zxj20DA"
"Banana Tree West Hampstead","ChIJK9YIG3kQdkgRsJy0VXWRd0Q"
"Three Falcons Indian Gastropub","ChIJJx6C8k4bdkgRgRnjKyeYJhc"
"Tikka Nation Edgware Road","ChIJXQvyz6QbdkgReYOvXtrBvWA"
"Delhi Spice Tandoori Norfolk","ChIJJw-X2ncbdkgRQfuSFYr9Wc4"
"The New Inn Pub & Indian Restaurant","ChIJO2-P3b8adkgR--jO60-jGTM"
"Dawat Express - Paddington","ChIJw8GOdAAbdkgRmFlxYvFHGsI"
"Banana Tree Maida Vale","ChIJjY6RMKcadkgR5VWAJPuqjus"
"Lahore Biryani","ChIJL7jcT7EadkgRgRqeo4prWcE"
"Mill Hill Tandoori","ChIJNd0uGGIXdkgRVY2efTRIYo0"
"BAW","ChIJiSeemdwWdkgRzOMX_7Ge7A8"
"Namkeen","ChIJL0fvb68FdkgRuGPyAphSDRw"
"MAHRUKHS KITCHEN AUTHENTIC PARSI CUISINE","ChIJ6WMoeS8XdkgRROdm6D90_sk"
"Sambal Express Colindale","ChIJweZOaDoRdkgR7BCgtUBX9Yg"
"Shan cafe Colindale","ChIJIwgPbZYRdkgRnzPvAmGdxEI"
"The Spice Box","ChIJV_upA_AXdkgR3m1d46V_CG8"
"ITJL Colindale Station","ChIJKYi_TDIRdkgRyIP11kJqPl4"
"Curry Centre","ChIJI77mnKYWdkgRms8A1JwrpTU"
"MALIBU DARBAR","ChIJS2e9racWdkgRFvxCGyc9zns"
"Tathaastu","ChIJ-W-TrqAXdkgRiqRcJgjEZOA"
"ZanziBar","ChIJv1Rlq6cWdkgRrIGSIVM2s0g"
"Himalayan Spices","ChIJ4WAxAMsXdkgRUdhNtDSKEAQ"
"Shah's Halal Food Cricklewood","ChIJHyvHEDoRdkgRJpK1TCXQjkg"
"Trilogy Bar & Restaurant","ChIJy4lSiQ8UdkgRE-gyjUYIdwY"
"Taste of Raj","ChIJYeIGx8cWdkgRGJHWEAKaMEg"
"Royal Foods & Wines","ChIJI5lraToRdkgR96lNguLAuKM"
"Little Resham","ChIJsT6KsxsXdkgRao3FvKXdAP4"
"Moe's Peri Peri Grill","ChIJodGRafwRdkgRIf-bm83LTm0"
"The Beaufort","ChIJgzUM_7sQdkgRZDtXnBjhpzE"
"Premier Inn London Hendon (The Hyde) hotel","ChIJ__8PMTsRdkgRo5alyJADRsg"
"Lahore Tikka Masala","ChIJM4EZgaYWdkgRp9j2dHLT0S0"
"Mayhek","ChIJHa_B6Y8XdkgRXwugmQ4tqKg"
"Fora Restaurant","ChIJOQc9tr0adkgRfYDEqclHpm4"
"MONA'S","ChIJDWV205sbdkgREidue9FCYe8"
"Three Falcons Hotel & Pub","ChIJ04AeTsMbdkgRBwyQ9iClxZs"
"Bombay Spice Marylebone","ChIJufC5nN4bdkgRNcvf2RhDrSw"
"Hoppers Marylebone","ChIJCX3Qw9IadkgR6UOl3O-yvdg"
"Chakra Little Venice","ChIJuTGjsGcbdkgRTamH8X075I8"
"The Duke of York","ChIJrY6UxL0adkgRbr0OBLvvcRE"
"MK’s Kitchen","ChIJzRBzYwARdkgRUW4xBV3-R6k"
"chai & chapati Kingsbury","ChIJW8Yux5MRdkgRtnLcAZ0GwJY"
"Mo:Mo","ChIJu93gvHARdkgRjemKvFMBuUU"
"Carlton Lounge","ChIJB_phzUYRdkgRoDw-j2eFHlQ"
"Bombay Spice Nashta House","ChIJu3PHdlkRdkgREDRP7M8yMCM"
"Bombay Spice Restaurant & Bar","ChIJf26AgFkRdkgRSayf1xcV3NM"
"Lahore Spice","ChIJ48ENoUYRdkgR56ARxVxypIw"
"Riya Pure Veg","ChIJ2QBf-dgRdkgRy2zxz1dKBiU"
"Mirza Biryani","ChIJSS1UADERdkgRKkk9ZXtTr-A"
"Hot Spott","ChIJB-khbLMRdkgRes6sZ141XXw"
"Gujju Dhaba Express (Kingsbury)","ChIJzYuuhfYRdkgRp8j_aPImw4M"
"Sakonis","ChIJeavvTf8RdkgR7GT_I4sDrMU"
"Club Marina","ChIJk2nvuUYRdkgRhze3oXUOibk"
"Chilli Masala kingsbury","ChIJ_cnmH0QRdkgRyTx7b9zZndo"
"Tigerbay Shisha Lounge","ChIJ47T60UYRdkgRhc8-JZ7nsMU"
"The Regency Club","ChIJR31rDf4TdkgReqSl6j2Gfes"
"Saravanaa Bhavan (Kenton)","ChIJmSvcgHwTdkgRp-B2r2si-kk"
"Chaiiwala","ChIJ6enKEqkRdkgRRxMZFmJYlL0"
"Delight Food & wine","ChIJQ2D7bVkRdkgRWlaZafSQE30"
"Cannons Tandoori","ChIJTTddiQ8UdkgRDbXPn1A3N9E"
"Aroma Lounge","ChIJ79jCkcsTdkgR575ffWIFofI"
"Masalchi by Atul Kochhar","ChIJyZu9atsRdkgRcxoK0u6dTsE"
"Sugar & Spice Lounge","ChIJr_hOcv4TdkgRBm9FeYaSFqg"
"Deja-Vu @ 182 - Indian Restaurant in Wembley","ChIJnTwODvYTdkgRLxmnbsYwcsc"
"Blue Ginger Bar and Restaurant","ChIJWzf4FO0TdkgRP3UWfgEzOIQ"
"The Tahdig Restaurant","ChIJoYeC6EYXdkgRi9Z4NARpg7Y"
"Vaghaar","ChIJx0yvC4ATdkgRVVHEGFQlsDQ"
"Lahore Flavours","ChIJ5wPw_X0RdkgRLmxnT6oxM20"
"The Nest","ChIJ8fv1VjkTdkgRrryVLZRUuoU"
"Purple Flame","ChIJ8bpjgPcTdkgRmcgwW33NQog"
"Meera's Bar & Restaurant","ChIJGzQgPv4TdkgRdBdWRcjjVXY"
"Club 182","ChIJjS_uK9sTdkgR2_yQg6JTdQI"
"Bnova Indian Restaurant and Bar","ChIJk1pyhA4UdkgREnOzgizwohA"
"Bang Bang Oriental Foodhall","ChIJVVVV4kkRdkgRT9CUiFicvTc"
"Tiger Bay International","ChIJSTRJhDsRdkgRkEg2CAEXrZY"
"Annapurna Panipuri","ChIJuaFxjf8TdkgRjP9KqABl2K4"
"BOXED BITES","ChIJyW8xIQsRdkgRZx3bET1Teog"
"Pooja Sweets & Savouries","ChIJd30EzUYRdkgRlPh7NWUjVlc"
"Pani Puri","ChIJC3ED3owRdkgRoExBwmlHby8"
"Biryani Box","ChIJFe0YFAARdkgRb8NN84vkgz0"
"Boulevard Club","ChIJQwJ1fokTdkgRxgywQryssz0"
"Swadisht Restaurant","ChIJKxzxyd4RdkgRsewfyAzvrHM"
"Dosa Express","ChIJcYj9RiETdkgR47AQSMwayZM"
"Delhi Live Romford","ChIJ2ZJ8CMuk2EcRQMwRZIjvu8Y"
"Desiflamess Indian street food","ChIJlU3c9N-l2EcR0UtLbv8kTPw"
"Kenza Indian","ChIJtS-JtGyj2EcRk9aaHJUdd2E"
"Sutra Pan Indian","ChIJD5oVVnm72EcRDOKvxOiTB80"
"DESHI","ChIJKQJMcZS72EcRPxQ6KLYCud8"
"Zaafran Indian Cuisine","ChIJlQyJFUW72EcRO5TYcGj7Ohc"
"Bekash Restaurant & Take Away","ChIJ8_SiGMuk2EcRqQ7SQyczPnM"
"Aroma Indian Restaurant","ChIJUQlGFMik2EcRB0TrifmRQ-Y"
"Asia Spice","ChIJ-9-pD8uk2EcRpMdRCvOMpWs"
"Light of India","ChIJu_41yyGl2EcRYVKiD2wXlbc"
"Indian Ocean","ChIJlxCUadCk2EcRVf_8PXO1E7I"
"Tahsins Taste of Bengal","ChIJYWAnxaCl2EcRWIyoVTIJO_w"
"Razza","ChIJCYAvPUW72EcR89c-gN_vdek"
"Saffron","ChIJ7Rbxctuk2EcRExF27iURR3w"
"Varanasi Chefs","ChIJnVgBsp0FdkgRBYe2J4OGQkM"
"Darjeeling Tandoori","ChIJk5PvFiml2EcRsStTBKlPb9Y"
"Raj of India Romford","ChIJZw8tKp6k2EcRaMQhPOjkM7c"
"Spice Hut Romford","ChIJy43VQqml2EcR8XMiMHppNIQ"
"Paradise Romford","ChIJE8Ku3bml2EcRf6mLn3Crj1I"
"Gup Shup - Chit Chat Chai","ChIJQWDBwI-j2EcRTzmqt4wdxr0"
"Neyzen Restaurant and Pods","ChIJV3ukjDel2EcR7UT654FzkBE"
"Naan Staap","ChIJQZg0XKKl2EcRg79gR7eoe5c"
"Top Curry","ChIJO7T_mma72EcRlBsskC6VPjA"
"Cloves Indian","ChIJyYEs9pWk2EcRyNGUM722EZQ"
"Chennai Mirchi","ChIJFyipAnW92EcR6ixZZtHhh7s"
"Jasmin","ChIJgeeqEH-72EcREYHZ0AKQgx4"
"Ginger Spice","ChIJi-ijXj-72EcRBGsblB-TEBc"
"The Clove Hornchurch","ChIJT91BPgC72EcRQaNitV_SuqI"
"New Raj Bilash","ChIJqz3KmJ282EcRX_P7WMP4atU"
"Radhuni","ChIJkR8NY0W72EcRxKS167bzQ6U"
"Spice Club","ChIJx4vdYY-72EcR_K-R1lCsXvE"
"Chef Asia","ChIJg7Lr0sel2EcR7tmfuWenQ_I"
"The Fat Indian Takeaway","ChIJTxVHesi92EcRdjSTDKIr37A"
"Chillies","ChIJK-eu60a72EcRIDilGh2KzjY"
"ROYAL INDIAN TAKE AWAY ROMFORD RM3 0AP","ChIJgYKhLWS72EcR3bZTOrkyTU0"
"Mumbai Maska","ChIJe5eR5NAfdkgRRn_Ll1jTd1o"
"The Vindaloo","ChIJZQAdOlij2EcRFaly9YAM-wE"
"Rice N Spice, Romford","ChIJ1SSg18ek2EcR0MfNttChAT8"
"Passage to India","ChIJH3w6fQC72EcRPhAdEQPYQ-8"
"Noor Restaurant (Hornchurch)","ChIJs3JhWRy72EcRiO3eg6odVa4"
"Tandoori Lounge","ChIJb_VEmhy72EcRfjj3XdKE4jM"
"7even Caribbean Restaurant and bar","ChIJ_cMcDvak2EcR6lNw0qpIVsI"
"Minoa Restaurant","ChIJa28B8g-l2EcRiHBes_5l_dM"
"Veyso's Romford Restaurant","ChIJebkJPWCj2EcRdpy_hxDBo0c"
"Mustard Indian Kitchen","ChIJgy7kvBy72EcR0I37g0xZTzY"
"Cardamons","ChIJk287pyW72EcRzQ5F69edd94"
"Clay Oven","ChIJxTgUWfmk2EcROnTW5PVoI2M"
"Flippin Grill","ChIJNwHtNYu72EcRjAt6vzYaNJo"
"Taste Of Bengal","ChIJL1V-uxy72EcRql01UNGRu_w"
"Uraswamy's Indian Hornchurch","ChIJjZG0xBi72EcR_OxqceBXKFs"
"Blue Orchid","ChIJ-9WKCrek2EcRwUH2gY3jas4"
"Manzil Tandoori","ChIJtflTkZ2k2EcR-ZdRxJoffdI"
"Emerson Dhaba","ChIJA8ejsm-72EcRQgeZpIJKB0M"
"Zarana","ChIJW2bRIxm72EcRbST-0wXFgQo"
"Rush Green Balti","ChIJj25Jktqk2EcRCI38Uf669_M"
"Nondi Pur Indian Kitchen","ChIJj8HI40il2EcRQKH4NDf_Im8"
"Auntie's Chai Khana","ChIJPZ3hvwul2EcRp19Wa6Vqjos"
"Asli Butt Karahi","ChIJMzqdsPWl2EcRxU3_3ZcRVd4"
"Sanjha Chulha","ChIJWW4yiDak2EcRmhHBsrkIvhI"
"Royal Bengal Indian Restaurant","ChIJPcgMzg6l2EcRj_pg6NMiEwc"
"The Balti Cottage","ChIJnWpXi3Ol2EcRPDqdtS9ASnQ"
"Curry Mahal Tandoori","ChIJ0YBdbHSl2EcRLgRPGTH3r6A"
"Britannia Indian Cuisine Snacks & Sweets","ChIJScrB9bSl2EcRjb0FxPMrdT4"
"Calicut Biriyani Centre Dagenham","ChIJ7SRfXQCn2EcRmYMG_q2bkDw"
"AMIRAJ CATERERS (Indian Tiffin Service)","ChIJwxVlk_EbuigRUd_-fCXPOFo"
"Palwan Da Dera","ChIJ0dZ9I0yk2EcR0pE8sCHyE3Y"
"Mosalla Hut (Dagenham)","ChIJH41ZiQyl2EcR2FbUmq_36zM"
"Indian Tandoori Takeaway","ChIJAflrDj6l2EcRoYi6p319dH0"
"Taj Mahal Indian Takeaway","ChIJnyJxHG2l2EcR_EHo9RMF9_8"
"JALSA LONDON","ChIJkScxYEmk2EcRLaJEJs5aXWg"
"Jalsa","ChIJI8DVC7il2EcRrwIz2zPcR5U"
"Eastern Paradise","ChIJB1FjBeCl2EcRyCzzf3t-Bwg"
"Rotiwala","ChIJ-1dfym6l2EcRkfH0YazkNRA"
"My Desi Haveli [Tiffin Service]","ChIJezrIgmSl2EcRhpgitCd1BnE"
"Bengal Spice","ChIJscfZRVCl2EcRG7qOMDkKa6k"
"Shirin Mahal Sweets & Bakers","ChIJQRe0Xtal2EcR7Faq6LCN33Y"
"Khyber Grill","ChIJBy5FWGMjdkgRmNjeHC3zL0M"
"Desi Mantra","ChIJZ4Qvnpyl2EcRhVSmW1I7ELQ"
"Dimple’s Best Doner & Fish","ChIJIXs1UUSl2EcRYD6LXbKvleI"
"Indiana Curry & Grill","ChIJ2bcEz-el2EcRtcin3p4lfCs"
"Ammar Khani","ChIJdcFCfUCl2EcR1Y8MANM8638"
"The Matapan","ChIJ3UynRP-k2EcRxbOmye8FcXg"
"Taj Restaurant","ChIJMS8YqdC62EcROW2GivoHSDg"
"Grill Villa","ChIJR6OmbMGl2EcR-NDE0bqhGZY"
"Spice Hut Chadwell Heath","ChIJh-Nmbxul2EcRSf60fhBY_rk"
"Paprika","ChIJX4Uqcu8ZdkgRyZ5B-UU2rJQ"
"Chicken Chillz","ChIJyZhFLXul2EcRhiz1bZdUnWU"
"indo-grill","ChIJz19kUlCl2EcR4gP3TUpQBvA"
"Mirravale Events & Catering","ChIJb0BEFNul2EcRs0eOp1-_1fs"
"Kebabish","ChIJt9D8ZEmk2EcRHmpVbZQq2jQ"
"Premier Inn London Dagenham hotel","ChIJp1t__G6l2EcR0e3lX2oGko4"
"Ghani Food & Spices","ChIJISKOKZCl2EcRcl6n8zBeAYY"
"The Spice garden Restaurant & Take Away","ChIJWalznJW72EcRZoCIyXggkF8"
"The Raj of India","ChIJ8yM65Kq72EcRPw8z7GPt438"
"Uraswamy's","ChIJZT2LgNq62EcREEHDcaRznag"
"CLAYPOT","ChIJLz6WrSm72EcREV9shdEYpFY"
"Little India","ChIJpUUcg6q72EcRKLAGu4VRD80"
"Panghat - Gujarati Rasoi Ghar","ChIJxY1XpeSl2EcRYvIpCGFR_T4"
"Reina Meze Grill","ChIJU7mIeXi72EcRI_iUzvDLkVc"
"Gausia Restaurant and Takeaway","ChIJ-QmK4um72EcRm3hiTv1cbbw"
"Thai Orchid Thai Bangla Restaurat","ChIJgbD4XH-72EcRNNeeIKrXTJE"
"Ginger Lounge","ChIJLYPq9k262EcR0HNwjKVLmfs"
"Masala Grill","ChIJz6ay1ky62EcRqFx-FtDt69Q"
"Frenchos","ChIJ-5X0ChG72EcRgy3kkaDMcNk"
"GOAT Restaurant","ChIJWaHJiNq72EcROkmuRPPqXCs"
"Spice of India","ChIJ7doGL8y72EcRQtoVvbAR8Z8"
"Chilli Tree","ChIJUWNtG7O62EcR7TjAkHGCh3Q"
"Mio Yatai","ChIJ48XweBq72EcR2AOZh7uoeVA"
"Le Hope Balti House, Rainham","ChIJpwa1pqu62EcRsviv2UWCyzA"
"Kaani Kaana - Bangladeshi and Indian Takeaway in Upminster","ChIJE7-kcxW72EcRFwH_PM4M_S0"
"Tiffin Kitchen","ChIJGeOSdsS72EcR6HXMErfeuq0"
"Shish Meze","ChIJ9cn67RC72EcRKjxAui9qzr0"
"Sortie Grill & Bar","ChIJ25k7uOO72EcRz02m63vFnqU"
"Village Indian Dining","ChIJITTHUw672EcRJ31NPjd-kwg"
"Blue bengal","ChIJ9RAtny-72EcRnz7gvEkZGaA"
"Kushoom Bugh","ChIJLeZsyEy62EcR2Ifln5mrNis"
"Riennas Restaurant","ChIJkzi6uxy72EcRs36hzcXO3eY"
"Habib's Indian Takeaway","ChIJNeh4uqm62EcRC9d7JNKVrsI"
"MIAHS","ChIJ-7B8xra72EcR3IGzMH8drFw"
"2 Spice Indian Takeaway","ChIJR0PSGrO72EcRUtEiNL0BbaA"
"Kaalika Indian Restaurant","ChIJGbGexDQPdkgRHPM66faUWAU"
"Black Salt Sheen","ChIJb4rWR6kPdkgRKUk2SL1WQ_o"
"Lal Bagh Indian Restaurant, East Sheen","ChIJne-UHIUOdkgROWl2z1FhjyA"
"Rosona Spice","ChIJ1xsQxQIPdkgRD0kfaqNzwSk"
"Annapurna Nepalese Restaurant","ChIJL-1hDoMOdkgRnP02yiYQ-oQ"
"Richmond spice Indian Bar & Restaurant","ChIJt3Fd1J0NdkgRjFb_cXSu0TY"
"A Craver’s Box","ChIJn6HqDrgPdkgRkznJVkUvFok"
"CILANTRO - PUTNEY(Healthy Indian Restaurant)","ChIJUVbyi9cPdkgRhlJ8corA-AY"
"Holy Cow Fine Indian Food","ChIJM_hAhKkPdkgRaE7hJIQrV3E"
"Masala Odyssey","ChIJm4CSJ4MPdkgRaF_30jVbZ-E"
"Rasoi Indian Kitchen","ChIJleEQKAAPdkgRCJZT-28Cbe4"
"RAAZ Modern Indian","ChIJjRY6SbkPdkgRq7eHq2ck6Bo"
"JMJ INDIAN FLAVOURS","ChIJt3NfVhMPdkgRIBWcNcGdscA"
"Yogi's Kensington | Indian Dining & Cocktail Bar | Kensington","ChIJ37wNJA8PdkgRM7cSt5flC7c"
"Fulham Indian Restaurant and Bar","ChIJhe07Se8PdkgRof1S1keI1w8"
"Chook Chook","ChIJs7l0YywPdkgRd_ouGtzggY4"
"RAJAH ROWING (INDIAN PUTNEY KITCHEN)","ChIJRVej_eQPdkgR9OI0Z2blLEM"
"NILGIRI EXPRESS","ChIJJwoXrmsPdkgRnnO4IfVzv0A"
"Colombo Kitchen Putney - Hopper and Kottu Bar","ChIJq6qnxREPdkgRZcsbRLs90y8"
"Munal Tandoori","ChIJOzkV9PwOdkgRK31yUGDxvSs"
"Pure Indian cooking (PIC)","ChIJW6oCiBEPdkgRNiV0pMI_xs8"
"Indian Express","ChIJbdppBZQPdkgR4pOxk8F-XuE"
"The Warwick Arms","ChIJ7RIA5-wPdkgRyTI5nZe955w"
"Akash Indian Takeaway","ChIJJTOv3EIPdkgREb8HNmvRlKM"
"Beyzade Turkish Kitchen","ChIJJ2IUjvkPdkgRSoqxXczLnOI"
"The Chutney","ChIJn8R4mIkFdkgRpXMsMynw9iA"
"Elā & Dhanī","ChIJs-Af01UOdkgRNcjHYH70fnM"
"Paratha Inn (Streatham)","ChIJIxfFlXUFdkgR4qNTPyJWMBE"
"Balham Social","ChIJZbfHf7sFdkgR6DW2wxcWs50"
"Curry House","ChIJqz80MQAFdkgRSDOrrQ68670"
"Royal Mahal Tooting","ChIJpSLmJFEFdkgRD1xSffpzmdI"
"Taj Mahal","ChIJYWwRsSUEdkgRUzNAHdFxm84"
"Indian Room","ChIJlyqLrs8FdkgRkzR0DP4P1K8"
"Dhoompan","ChIJB41d56QFdkgRx7iaYFTSe9E"
"Heritage Dulwich","ChIJRTWxcOEFdkgRTBPwg7j9bHs"
"Biryani Waala","ChIJWz8WVAAFdkgRjgcZMR1XpbI"
"Momoste","ChIJ7UDsNpwHdkgRyIQwl0ZPjDs"
"Chaat Gali - Pakistani & Indian Street Food","ChIJVej8q-kFdkgRLXd-qTHwl-c"
"Indian Fusion Kitchen","ChIJY63ngicFdkgRESZM0TQh8uM"
"Bombay Kitchen","ChIJke8apWgEdkgRtyexceWbqlc"
"Anjappar Indian Chettinad Restaurant, Wimbledon","ChIJoWrXWQAFdkgRebj79nGEb2E"
"Xo-Tikka","ChIJD2z1eJYHdkgRFugnesfKOdw"
"Gurkha's Balham","ChIJU86x0doFdkgRYmWvZp4ECHs"
"Namak Mandi","ChIJ_eL3i94FdkgRxXt7vpdq3SM"
"Hyderabad House Multi Cuisine Restaurant","ChIJsQNEIAkHdkgRb7UZseJB_7c"
"Bombay Bicycle Chef","ChIJyWjlaTAFdkgRJdjk2Aw3ao8"
"Lahore Karahi","ChIJX4MsyycHdkgRkZmSzmJIkFs"
"Ahlam Indian Restaurant","ChIJQ92AlkYHdkgRmgpqi3SdUwo"
"Monkey Leaf Restaurant","ChIJZ8jImLcFdkgRAaJiQSrPB60"
"Royal Mahal Norbury","ChIJYTQmah8HdkgR-2zR-c5_wqM"
"Kolam","ChIJZc9qON4FdkgR6KWZQYyUYOA"
"Mirch Masala Tooting","ChIJbX5voQoGdkgR-fFVBF8VbqU"
"Indian Ocean","ChIJfbrN--gFdkgRH1iFrBWiaYM"
"Densu - Afro Fusion","ChIJ68lQy04FdkgRhB_eh6yj6SU"
"Watan Restaurant Tooting","ChIJ5313OIUFdkgRvwfrHb51zEw"
"Vijaya Krishna","ChIJLX7yqAwGdkgRoq_rC-GM1e8"
"Dawat Tooting","ChIJM6EZG-AFdkgRk-hPDCSsTlw"
"Zaika - Taste of Punjab","ChIJH0fLonYHdkgRVfWb8X3SQ18"
"Nazmin's Indian Restaurant Earlsfield","ChIJbbHIBfgFdkgR8uIRALgUHnw"
"Indian Moment","ChIJq_113pcFdkgRRAQa4feSPAw"
"Papadom on the Hill","ChIJ0xh4pgIEdkgR6rBgJgFHVhs"
"Malabaarii Restaurant Tooting","ChIJs7xijhoHdkgRXXpLyniOPow"
"Chatkhara Tooting","ChIJt3ehkd4FdkgRATYkTre1HNU"
"Naan Staap","ChIJczntVr4HdkgRdcpFoUO71sg"
"Pepe's","ChIJG2Q7XgAFdkgRbpupMGy11zE"
"Jaffna House Restaurant","ChIJAf2c4AsGdkgRUMFbf8eppPw"
"Brixton Curry Delight","ChIJqWbpMnUFdkgRUPAK4mzQPmw"
"Aroma Tandoori Indian Takeaway","ChIJgS4CQoUGdkgRuc9Ct6KQh38"
"Arya Bhavan Tooting","ChIJJUDCkQoGdkgRdtAX3p5OfW0"
"TAABIIR","ChIJXWajrT4HdkgR1yj8tp9Swxw"
"Radha Krishna Bhavan","ChIJKXGQ3QsGdkgRjg53hA3qx4c"
"Spice Lounge Bar & Restaurant","ChIJw3C-o5EGdkgR2W5NUf1bOE4"
"Dhamaka Bites","ChIJZa7MXqgHdkgRzU3Qy7WGj1g"
"Al Mirage","ChIJ13HKpgoGdkgRbcMecPgsVyM"
"Dawat Restaurant Norbury","ChIJzcR3BysHdkgRQqkc0lvLqq4"
"Fish Wala Tooting","ChIJEWB2lOYFdkgRg7BBaAiZ6Iw"
"Karachi Cuisine","ChIJhYRfFugGdkgR_vX4KnkcZkI"
"S&L Cuisine","ChIJAQAceicEdkgRLWx4LmfZ51k"
"Nando's Streatham","ChIJmSLaB5AGdkgR43AI-7XFSa4"
"Bombay Inn","ChIJZ_AqsQsFdkgRhxo16trQlu0"
"Cardamom Club","ChIJ4Upend4FdkgRypYzLqMvoic"
"Dosa n Chutney","ChIJjyzexQsGdkgRkHiu2qkuL28"
"Holy Cow - Fine Indian Food","ChIJ6XDCPEsEdkgRD2C5Dh82WXI"
"Masala Dabba","ChIJ56GsAAAFdkgRBx0gBSx1ZNk"
"Hung's Chinese","ChIJk3qSq4IGdkgRqItMjSvdC-s"
"Rowan Tandoori","ChIJkVlNBGAGdkgRHeLVexRKHu0"
"Tiffinsvala","ChIJVVFY55IFdkgRGmLW8jcyrlE"
"Kathmandu Valley Takeaway, Balham","ChIJe4pa2ZwFdkgRYG-B_v_Tygo"
"Chaiiwala","ChIJ9X6o-jcFdkgRx45bGQd8kBg"
"Clapham Curry Delight","ChIJx6aLwdEFdkgRcHAcMxCwVqQ"
"Tandoori Streatham","ChIJ85QolXAHdkgR_yW0CAHLcFA"
"KOTHU SRILANKAN RESTAURANT & BAR - Tooting","ChIJ59dehFsHdkgRgqMF7iveQG8"
"Tula Indian Food","ChIJ4Vcy1dAFdkgRnmv_FHMb74M"
"Rung Mahal","ChIJbYMe2YoHdkgRhrVRHuHho8E"
"Shree Krishna Vada Pav (SKVP) - Tooting","ChIJW46zCv0HdkgR-LEG3nbarq8"
"Himalayan Salt Indian cuisine","ChIJL7etvZgFdkgR_qfjtPHL3u4"
"Blossom By Khans","ChIJJ1FreaMFdkgRh1_zctrLRVY"
"Rice Base","ChIJiR2XJ-8HdkgRypSIdK7ATio"
"Palace Spice","ChIJCWokfaQFdkgRoQXEjWGz-yg"
"Spice of Raj","ChIJyZJ0WBoGdkgR6zceSbSpwPs"
"Chai Pani & Biryani","ChIJ--9IfQAHdkgRDip35XIWQGM"
"Curry Leaf","ChIJixknh90FdkgRwhifin10bgI"
"Samrat","ChIJ9_qcgHIGdkgRsJsOETKesfk"
"Old Town Tandoori Indian Restaurant and Takeaway","ChIJ9yoxgBQFdkgRrYyIrsAalOc"
"Old Town Indian Restaurant","ChIJv7ljkKwFdkgRkT8NwgRI3Sk"
"The real bombay food","ChIJpWaxcFUHdkgRd12_0EFGLfo"
"Apollo Banana Leaf","ChIJm8Ic5w4GdkgRW2QQEgvkoKU"
"Chakra Indian Cuisine","ChIJBWFjnlUPdkgRMAy1_il_Ag8"
"Dishoom Battersea","ChIJGzea8_gFdkgRExlwW5PMpsg"
"Battersea Rickshaw","ChIJ37ukkHcFdkgRxSNBm4vhVrY"
"Mumbai Delight","ChIJa_WX7fEEdkgRnP3nqFui78w"
"Lady Buddha","ChIJm03dul8PdkgRl2TMDkaHlrY"
"Akash","ChIJeyNpaJYFdkgRYFn0rmBq8RU"
"Shahi Zaika Pakistani and Indian takeaway","ChIJa6yqIy4PdkgRe6mq8mtJCBo"
"Chapter 2 by The Biryani Centre","ChIJMdlZRwAPdkgRAUB7h3x9hoU"
"Tamila","ChIJXU5VdfcFdkgR4IKuTRWUFmo"
"Ô Gourmet Libanais","ChIJM9hBy4cFdkgRQy9wauplMzI"
"Kamasutra Indian Restaurant","ChIJOwGQfjMPdkgR7kMW0wY29vg"
"Exotikka of India","ChIJWQPPuHsFdkgR5AVhW3G1q_I"
"The Guru","ChIJs3k7oGcPdkgRK6UWf7tVRsA"
"Battersea Spice","ChIJpzOuGR0FdkgRXH3MRVPAKyM"
"Bombay Bicycle Chef","ChIJTXSzM68FdkgRAImmXGl8lYE"
"Thali","ChIJ_1ExH2EFdkgR_aMqu0zOQ3A"
